Order_ID,Order_Date,Customer_ID,Product_Category,Product_Name,Quantity,Unit_Price,Total_Amount,Payment_Mode,City
100052,2023-06-23,CUST529,Grocery,Oil Pack,4,13250,53000,UPI,Chennai
100053,2023-05-23,CUST430,Clothing,Dress,5,13407,67035,Net Banking,Mumbai
100054,2024-09-15,CUST452,Clothing,Sweater,5,51025,255125,Card,Delhi
100055,2023-03-08,CUST3,Electronics,Headphones,3,7741,23223,Card,Hyderabad
100056,2023-09-27,CUST100,Grocery,Sugar Pack,4,23994,95976,Net Banking,Pune
100057,2024-12-25,CUST31,Electronics,Tablet,1,16771,16771,UPI,Bangalore
100058,2024-09-18,CUST405,Electronics,Smart Watch,5,11378,56890,Net Banking,Mumbai
100059,2024-05-09,CUST125,Electronics,Tablet,1,8898,8898,Net Banking,Pune
100060,2023-05-09,CUST725,Grocery,Rice Bag,4,36586,146344,Card,Pune
100061,2024-10-04,CUST89,Clothing,Sweater,3,19882,59646,Card,Mumbai
100062,2024-09-21,CUST377,Electronics,Smart Watch,5,9806,49030,Net Banking,Kolkata
100063,2023-12-10,CUST338,Clothing,Dress,3,11135,33405,Net Banking,Pune
100064,2024-02-08,CUST206,Home Decor,Wall Clock,4,51110,204440,Net Banking,Pune
100065,2024-04-03,CUST508,Grocery,Flour Bag,1,43497,43497,Cash,Pune
100066,2024-11-30,CUST80,Electronics,Headphones,5,59482,297410,Card,Chennai
100067,2024-05-30,CUST718,Home Decor,Wall Clock,1,19637,19637,Net Banking,Pune
100068,2024-10-25,CUST560,Clothing,Sweater,4,32731,130924,Card,Hyderabad
100069,2023-08-13,CUST488,Electronics,Tablet,4,46993,187972,Card,Hyderabad
100070,2024-04-29,CUST169,Clothing,Jacket,5,20048,100240,Net Banking,Mumbai
100071,2024-03-24,CUST270,Clothing,Jacket,3,5315,15945,Card,Chennai
100072,2023-07-14,CUST364,Home Decor,Wall Clock,2,17419,34838,Cash,Chennai
100073,2023-10-13,CUST778,Clothing,T-Shirt,3,4390,13170,Cash,Pune
100074,2024-08-11,CUST498,Clothing,Jacket,1,31089,31089,Net Banking,Pune
100075,2023-03-09,CUST387,Home Decor,Photo Frame,2,59759,119518,UPI,Hyderabad
100076,2023-06-17,CUST582,Electronics,Tablet,5,38883,194415,Cash,Chennai
100077,2023-03-15,CUST700,Electronics,Headphones,2,28629,57258,Net Banking,Delhi
100078,2024-02-13,CUST755,Home Decor,Photo Frame,4,57300,229200,Card,Bangalore
100079,2024-03-26,CUST423,Electronics,Laptop,3,33994,101982,Cash,Mumbai
100080,2023-05-24,CUST323,Grocery,Flour Bag,3,4585,13755,Cash,Pune
100081,2023-06-28,CUST530,Grocery,Rice Bag,4,38693,154772,Cash,Chennai
100082,2024-04-15,CUST511,Clothing,Jacket,5,37314,186570,Net Banking,Mumbai
100083,2023-02-19,CUST589,Electronics,Mobile,3,57177,171531,Cash,Delhi
100084,2024-01-19,CUST579,Clothing,Sweater,4,35033,140132,UPI,Mumbai
100085,2024-03-01,CUST8,Home Decor,Photo Frame,5,6393,31965,Cash,Chennai
100086,2024-11-11,CUST226,Home Decor,Photo Frame,5,20773,103865,Cash,Mumbai
100087,2023-05-03,CUST565,Home Decor,Wall Clock,2,2470,4940,Net Banking,Delhi
100088,2023-03-30,CUST62,Electronics,Tablet,2,20091,40182,Card,Mumbai
100089,2024-08-25,CUST65,Clothing,Sweater,2,32079,64158,Cash,Pune
100090,2024-09-03,CUST334,Home Decor,Vase,2,13358,26716,UPI,Kolkata
100091,2024-07-06,CUST687,Clothing,T-Shirt,1,48236,48236,Card,Delhi
100092,2024-12-16,CUST497,Home Decor,Vase,4,13950,55800,Net Banking,Hyderabad
100093,2023-01-05,CUST441,Electronics,Laptop,5,6694,33470,Net Banking,Bangalore
100094,2024-12-22,CUST328,Clothing,Dress,3,23788,71364,UPI,Kolkata
100095,2024-12-03,CUST203,Clothing,Jeans,1,46537,46537,Card,Hyderabad
100096,2024-10-07,CUST237,Clothing,Sweater,2,26167,52334,UPI,Delhi
100097,2024-06-07,CUST268,Clothing,Dress,4,51245,204980,Net Banking,Pune
100098,2023-12-08,CUST308,Home Decor,Wall Clock,4,25538,102152,Card,Chennai
100099,2023-12-24,CUST48,Grocery,Flour Bag,1,48214,48214,Card,Kolkata
100100,2023-05-24,CUST46,Grocery,Tea Pack,4,18730,74920,UPI,Delhi
100101,2024-12-16,CUST132,Clothing,Jeans,1,16650,16650,Cash,Kolkata
100102,2023-03-18,CUST682,Electronics,Mobile,1,12325,12325,Cash,Chennai
100103,2024-09-07,CUST280,Home Decor,Photo Frame,3,10412,31236,Cash,Mumbai
100104,2024-06-03,CUST618,Grocery,Flour Bag,5,17510,87550,Cash,Bangalore
100105,2023-07-31,CUST564,Grocery,Flour Bag,3,12567,37701,Cash,Hyderabad
100106,2024-05-29,CUST298,Electronics,Laptop,1,38623,38623,Cash,Mumbai
100107,2023-06-05,CUST379,Electronics,Tablet,4,3615,14460,Cash,Mumbai
100108,2024-12-29,CUST463,Home Decor,Cushion,5,9887,49435,Cash,Delhi
100109,2024-02-01,CUST486,Clothing,Jeans,2,37089,74178,Cash,Kolkata
100110,2023-07-28,CUST429,Home Decor,Vase,1,6207,6207,UPI,Kolkata
100111,2024-09-17,CUST734,Home Decor,Cushion,4,52346,209384,UPI,Pune
100112,2023-04-04,CUST435,Clothing,Sweater,3,31622,94866,Net Banking,Kolkata
100113,2023-06-05,CUST318,Grocery,Flour Bag,2,22196,44392,Cash,Bangalore
100114,2023-08-27,CUST519,Clothing,T-Shirt,5,9472,47360,Card,Chennai
100115,2023-09-11,CUST205,Electronics,Mobile,4,19813,79252,Net Banking,Bangalore
100116,2024-05-28,CUST772,Electronics,Mobile,4,4868,19472,Cash,Bangalore
100117,2024-10-14,CUST791,Clothing,Jacket,5,39936,199680,Cash,Hyderabad
100118,2024-12-04,CUST14,Home Decor,Lamp,1,55896,55896,Card,Delhi
100119,2024-01-08,CUST141,Clothing,T-Shirt,3,17697,53091,UPI,Pune
100120,2024-10-03,CUST298,Clothing,Jeans,2,56038,112076,Card,Hyderabad
100121,2023-04-15,CUST155,Clothing,Jeans,3,35943,107829,Net Banking,Kolkata
100122,2023-01-14,CUST409,Home Decor,Wall Clock,4,4013,16052,UPI,Pune
100123,2023-08-12,CUST84,Grocery,Tea Pack,5,11875,59375,Cash,Hyderabad
100124,2023-11-02,CUST759,Home Decor,Photo Frame,3,28305,84915,Cash,Mumbai
100125,2023-09-20,CUST622,Clothing,Dress,2,42550,85100,UPI,Delhi
100126,2024-06-28,CUST416,Electronics,Headphones,2,24191,48382,Card,Bangalore
100127,2023-04-28,CUST493,Electronics,Headphones,2,11190,22380,Cash,Bangalore
100128,2024-07-31,CUST485,Home Decor,Cushion,2,30621,61242,UPI,Chennai
100129,2024-01-06,CUST178,Electronics,Tablet,2,29025,58050,UPI,Bangalore
100130,2023-10-25,CUST277,Electronics,Laptop,1,4949,4949,Card,Kolkata
100131,2023-06-13,CUST432,Home Decor,Cushion,1,18616,18616,UPI,Mumbai
100132,2023-01-30,CUST633,Grocery,Flour Bag,2,5283,10566,Net Banking,Mumbai
100133,2024-09-25,CUST129,Grocery,Oil Pack,3,34847,104541,Card,Kolkata
100134,2023-07-05,CUST524,Home Decor,Lamp,5,35495,177475,Net Banking,Delhi
100135,2023-03-21,CUST550,Grocery,Flour Bag,5,52090,260450,Card,Kolkata
100136,2024-10-22,CUST183,Home Decor,Vase,1,55089,55089,Net Banking,Mumbai
100137,2023-10-13,CUST195,Home Decor,Lamp,3,9845,29535,UPI,Pune
100138,2024-02-04,CUST165,Grocery,Rice Bag,4,37892,151568,Net Banking,Delhi
100139,2023-06-04,CUST521,Grocery,Oil Pack,2,29802,59604,Card,Chennai
100140,2024-12-13,CUST231,Home Decor,Wall Clock,1,50762,50762,Card,Pune
100141,2023-04-21,CUST750,Grocery,Tea Pack,1,21108,21108,Card,Delhi
100142,2023-09-19,CUST327,Clothing,Jacket,3,3060,9180,Net Banking,Pune
100143,2024-06-03,CUST780,Clothing,Jeans,2,21012,42024,Card,Pune
100144,2023-03-03,CUST386,Electronics,Laptop,4,18007,72028,Cash,Mumbai
100145,2024-04-14,CUST79,Electronics,Tablet,2,56775,113550,Cash,Delhi
100146,2024-12-06,CUST248,Electronics,Laptop,3,27628,82884,Cash,Bangalore
100147,2023-08-05,CUST234,Clothing,Jeans,3,32128,96384,Card,Bangalore
100148,2024-11-10,CUST487,Clothing,Jacket,1,43136,43136,UPI,Delhi
100149,2023-08-06,CUST584,Home Decor,Photo Frame,3,45345,136035,UPI,Kolkata
100150,2023-08-03,CUST496,Electronics,Smart Watch,1,24040,24040,UPI,Hyderabad
100151,2023-12-27,CUST91,Clothing,Sweater,3,38038,114114,UPI,Hyderabad
100152,2024-05-03,CUST10,Grocery,Oil Pack,5,59667,298335,Cash,Mumbai
100153,2024-11-29,CUST619,Grocery,Rice Bag,5,17854,89270,Card,Kolkata
100154,2023-01-10,CUST351,Electronics,Tablet,5,11035,55175,Cash,Kolkata
100155,2024-04-07,CUST729,Home Decor,Vase,5,32025,160125,Cash,Mumbai
100156,2024-05-10,CUST65,Grocery,Tea Pack,2,30216,60432,Card,Kolkata
100157,2024-12-22,CUST138,Grocery,Flour Bag,2,31611,63222,UPI,Mumbai
100158,2023-08-21,CUST43,Grocery,Sugar Pack,1,53721,53721,Cash,Delhi
100159,2024-08-08,CUST773,Electronics,Mobile,4,8261,33044,Net Banking,Delhi
100160,2024-06-19,CUST485,Home Decor,Cushion,4,43570,174280,UPI,Bangalore
100161,2024-07-31,CUST149,Grocery,Oil Pack,1,44143,44143,Cash,Mumbai
100162,2024-11-10,CUST82,Electronics,Headphones,2,13416,26832,Cash,Chennai
100163,2023-01-14,CUST348,Grocery,Sugar Pack,5,32937,164685,Cash,Kolkata
100164,2023-11-18,CUST249,Clothing,T-Shirt,1,36294,36294,UPI,Bangalore
100165,2023-10-29,CUST685,Electronics,Laptop,3,55275,165825,Net Banking,Delhi
100166,2023-10-17,CUST216,Clothing,Jacket,2,42805,85610,Cash,Kolkata
100167,2023-09-09,CUST582,Clothing,Sweater,5,39465,197325,UPI,Delhi
100168,2023-11-09,CUST409,Clothing,Jacket,3,59049,177147,Net Banking,Kolkata
100169,2023-09-01,CUST737,Clothing,Jeans,2,51020,102040,Card,Pune
100170,2024-07-03,CUST650,Grocery,Sugar Pack,2,17006,34012,UPI,Kolkata
100171,2023-05-21,CUST375,Electronics,Tablet,4,45315,181260,Net Banking,Mumbai
100172,2024-04-25,CUST661,Electronics,Headphones,5,31704,158520,Card,Chennai
100173,2023-06-04,CUST175,Clothing,Jacket,5,11720,58600,UPI,Bangalore
100174,2024-06-12,CUST237,Electronics,Laptop,2,16323,32646,UPI,Chennai
100175,2024-11-20,CUST362,Home Decor,Wall Clock,1,36623,36623,Net Banking,Delhi
100176,2023-06-11,CUST2,Grocery,Sugar Pack,5,32893,164465,Net Banking,Bangalore
100177,2023-12-14,CUST543,Grocery,Tea Pack,1,21084,21084,UPI,Kolkata
100178,2023-06-27,CUST239,Clothing,Sweater,1,16157,16157,Cash,Kolkata
100179,2023-10-09,CUST522,Electronics,Tablet,1,56707,56707,Net Banking,Bangalore
100180,2023-09-03,CUST686,Clothing,Jeans,5,36944,184720,UPI,Chennai
100181,2023-07-13,CUST574,Clothing,T-Shirt,4,45913,183652,UPI,Delhi
100182,2023-09-11,CUST384,Grocery,Tea Pack,5,32359,161795,Cash,Chennai
100183,2024-09-09,CUST124,Home Decor,Lamp,2,10442,20884,Card,Bangalore
100184,2023-04-24,CUST98,Grocery,Flour Bag,4,13528,54112,Net Banking,Mumbai
100185,2024-09-28,CUST645,Electronics,Tablet,2,5788,11576,Card,Hyderabad
100186,2023-07-22,CUST786,Electronics,Mobile,4,13935,55740,Net Banking,Kolkata
100187,2023-09-10,CUST58,Home Decor,Vase,4,35301,141204,Cash,Delhi
100188,2023-04-19,CUST605,Clothing,Jeans,4,53375,213500,Net Banking,Bangalore
100189,2024-08-10,CUST345,Clothing,Sweater,1,12029,12029,Net Banking,Mumbai
100190,2023-08-31,CUST765,Electronics,Tablet,2,51904,103808,Net Banking,Mumbai
100191,2024-11-15,CUST330,Home Decor,Lamp,2,40219,80438,Cash,Hyderabad
100192,2024-05-08,CUST345,Grocery,Rice Bag,4,13529,54116,Card,Mumbai
100193,2024-04-07,CUST56,Electronics,Laptop,3,36904,110712,Card,Bangalore
100194,2024-07-06,CUST269,Electronics,Mobile,1,30826,30826,Cash,Bangalore
100195,2024-08-04,CUST382,Home Decor,Vase,5,35264,176320,Card,Chennai
100196,2023-09-21,CUST42,Grocery,Flour Bag,1,30881,30881,UPI,Mumbai
100197,2023-04-20,CUST764,Home Decor,Photo Frame,3,28302,84906,Card,Mumbai
100198,2023-12-14,CUST86,Clothing,Dress,5,58222,291110,Card,Mumbai
100199,2024-07-08,CUST531,Home Decor,Photo Frame,2,27866,55732,Net Banking,Delhi
100200,2024-07-17,CUST659,Home Decor,Cushion,5,8036,40180,Cash,Chennai
100201,2023-07-08,CUST614,Home Decor,Vase,2,19104,38208,Cash,Pune
100202,2023-08-06,CUST219,Clothing,Dress,2,37020,74040,Cash,Mumbai
100203,2024-06-05,CUST753,Clothing,Dress,5,29169,145845,Net Banking,Mumbai
100204,2023-11-08,CUST734,Grocery,Rice Bag,5,625,3125,Card,Kolkata
100205,2024-08-14,CUST409,Clothing,Dress,5,27616,138080,Card,Mumbai
100206,2023-11-23,CUST279,Clothing,Jeans,4,7682,30728,UPI,Pune
100207,2023-06-01,CUST356,Electronics,Smart Watch,3,3695,11085,Cash,Bangalore
100208,2023-05-14,CUST710,Electronics,Tablet,4,23861,95444,UPI,Kolkata
100209,2024-06-09,CUST387,Grocery,Tea Pack,3,9091,27273,Card,Hyderabad
100210,2024-11-25,CUST261,Home Decor,Lamp,1,47553,47553,UPI,Delhi
100211,2024-09-01,CUST498,Grocery,Sugar Pack,5,34782,173910,UPI,Mumbai
100212,2024-02-29,CUST643,Clothing,T-Shirt,1,23195,23195,Cash,Chennai
100213,2024-06-23,CUST697,Electronics,Headphones,5,41067,205335,UPI,Bangalore
100214,2024-08-20,CUST783,Home Decor,Wall Clock,2,43765,87530,UPI,Hyderabad
100215,2023-09-13,CUST258,Home Decor,Lamp,4,57487,229948,Net Banking,Pune
100216,2024-04-29,CUST107,Electronics,Laptop,4,1712,6848,Cash,Delhi
100217,2024-09-08,CUST506,Home Decor,Cushion,1,54097,54097,Net Banking,Pune
100218,2023-06-09,CUST249,Home Decor,Lamp,3,41630,124890,Net Banking,Kolkata
100219,2023-04-08,CUST284,Electronics,Laptop,5,36013,180065,Card,Delhi
100220,2023-07-24,CUST342,Home Decor,Lamp,2,4496,8992,Cash,Bangalore
100221,2024-02-24,CUST143,Clothing,Jacket,2,4779,9558,UPI,Bangalore
100222,2023-02-02,CUST97,Home Decor,Wall Clock,4,13467,53868,Net Banking,Delhi
100223,2024-11-04,CUST477,Clothing,T-Shirt,4,1283,5132,Net Banking,Bangalore
100224,2023-07-02,CUST718,Electronics,Headphones,2,35356,70712,Card,Delhi
100225,2024-07-24,CUST746,Clothing,Jeans,1,50623,50623,Net Banking,Chennai
100226,2024-10-11,CUST78,Grocery,Flour Bag,2,8268,16536,UPI,Delhi
100227,2024-01-28,CUST279,Clothing,Jacket,3,39621,118863,UPI,Delhi
100228,2024-05-18,CUST58,Grocery,Sugar Pack,3,59667,179001,Cash,Hyderabad
100229,2023-06-05,CUST8,Grocery,Flour Bag,4,9972,39888,Net Banking,Bangalore
100230,2024-05-10,CUST69,Grocery,Oil Pack,4,14469,57876,Cash,Kolkata
100231,2024-12-05,CUST630,Clothing,Jacket,5,58143,290715,Card,Hyderabad
100232,2023-12-16,CUST689,Home Decor,Cushion,5,36710,183550,Cash,Mumbai
100233,2023-11-19,CUST1,Clothing,T-Shirt,5,41505,207525,Cash,Hyderabad
100234,2024-08-06,CUST590,Electronics,Laptop,4,56516,226064,UPI,Pune
100235,2024-04-22,CUST725,Grocery,Tea Pack,4,46715,186860,Cash,Mumbai
100236,2024-03-16,CUST174,Home Decor,Cushion,4,5442,21768,Cash,Chennai
100237,2024-07-11,CUST735,Electronics,Smart Watch,3,11726,35178,Net Banking,Delhi
100238,2023-04-22,CUST7,Electronics,Mobile,5,23832,119160,Card,Hyderabad
100239,2024-04-08,CUST90,Clothing,Jeans,5,41279,206395,Net Banking,Chennai
100240,2023-06-08,CUST238,Clothing,Dress,1,10900,10900,Net Banking,Hyderabad
100241,2023-01-05,CUST598,Electronics,Smart Watch,4,43256,173024,Card,Mumbai
100242,2023-04-02,CUST626,Grocery,Sugar Pack,3,38575,115725,Net Banking,Hyderabad
100243,2024-05-08,CUST89,Clothing,Jeans,4,1427,5708,Card,Bangalore
100244,2024-10-20,CUST176,Grocery,Tea Pack,3,16452,49356,Net Banking,Delhi
100245,2023-01-13,CUST715,Clothing,Jeans,4,33918,135672,Net Banking,Pune
100246,2024-08-30,CUST20,Clothing,T-Shirt,1,41545,41545,Net Banking,Pune
100247,2023-05-16,CUST9,Electronics,Laptop,1,39133,39133,Cash,Mumbai
100248,2024-09-14,CUST488,Grocery,Sugar Pack,5,24789,123945,Card,Hyderabad
100249,2023-09-22,CUST177,Electronics,Laptop,1,13669,13669,Cash,Bangalore
100250,2024-07-13,CUST250,Home Decor,Lamp,3,57209,171627,Card,Pune
100251,2024-04-27,CUST699,Electronics,Mobile,5,7519,37595,Card,Delhi
100252,2024-01-26,CUST456,Electronics,Tablet,2,9594,19188,Card,Kolkata
100253,2024-03-16,CUST477,Electronics,Tablet,5,39210,196050,UPI,Mumbai
100254,2024-05-15,CUST399,Electronics,Tablet,2,11982,23964,Card,Delhi
100255,2024-03-21,CUST448,Home Decor,Vase,5,29666,148330,Cash,Pune
100256,2024-01-10,CUST461,Clothing,Sweater,2,16159,32318,Cash,Bangalore
100257,2024-09-17,CUST356,Electronics,Laptop,2,2192,4384,UPI,Hyderabad
100258,2023-01-01,CUST421,Clothing,T-Shirt,4,18770,75080,Card,Pune
100259,2024-06-28,CUST224,Clothing,Sweater,5,38678,193390,Net Banking,Chennai
100260,2024-02-20,CUST615,Electronics,Tablet,5,12604,63020,Card,Delhi
100261,2023-02-18,CUST282,Grocery,Oil Pack,2,40345,80690,Cash,Delhi
100262,2023-03-02,CUST597,Grocery,Flour Bag,4,34821,139284,Cash,Hyderabad
100263,2024-05-16,CUST373,Clothing,Jacket,3,56743,170229,Card,Kolkata
100264,2023-09-09,CUST430,Home Decor,Lamp,5,24010,120050,Cash,Delhi
100265,2023-04-10,CUST625,Home Decor,Lamp,4,43888,175552,Cash,Chennai
100266,2024-09-16,CUST461,Grocery,Sugar Pack,4,30957,123828,Card,Kolkata
100267,2024-04-02,CUST377,Grocery,Oil Pack,3,30522,91566,Card,Mumbai
100268,2023-01-17,CUST583,Home Decor,Cushion,5,4369,21845,Card,Chennai
100269,2024-10-19,CUST593,Clothing,Jeans,5,28495,142475,Cash,Chennai
100270,2024-02-25,CUST376,Grocery,Rice Bag,1,35209,35209,Net Banking,Mumbai
100271,2024-07-15,CUST528,Home Decor,Wall Clock,4,46678,186712,Net Banking,Chennai
100272,2024-02-22,CUST438,Home Decor,Cushion,5,26475,132375,Cash,Delhi
100273,2024-11-27,CUST532,Electronics,Headphones,2,818,1636,Net Banking,Bangalore
100274,2023-11-06,CUST113,Clothing,Jacket,2,14661,29322,Cash,Mumbai
100275,2024-07-14,CUST674,Home Decor,Vase,2,6826,13652,UPI,Mumbai
100276,2024-12-28,CUST200,Home Decor,Wall Clock,3,26067,78201,Card,Bangalore
100277,2023-07-27,CUST166,Home Decor,Cushion,5,41291,206455,Cash,Hyderabad
100278,2023-02-15,CUST641,Home Decor,Lamp,3,59852,179556,Net Banking,Bangalore
100279,2024-04-29,CUST665,Clothing,Sweater,1,20243,20243,Card,Hyderabad
100280,2023-06-13,CUST456,Electronics,Laptop,2,38727,77454,Cash,Kolkata
100281,2023-06-11,CUST607,Clothing,Jeans,4,10156,40624,Net Banking,Mumbai
100282,2024-03-30,CUST376,Grocery,Sugar Pack,3,14252,42756,Cash,Hyderabad
100283,2023-02-05,CUST645,Clothing,Sweater,5,33076,165380,UPI,Bangalore
100284,2024-01-25,CUST573,Clothing,Jacket,1,41063,41063,Net Banking,Pune
100285,2023-09-05,CUST736,Home Decor,Vase,3,57689,173067,UPI,Delhi
100286,2024-04-15,CUST320,Home Decor,Wall Clock,3,9169,27507,Card,Kolkata
100287,2024-11-17,CUST439,Electronics,Laptop,5,37136,185680,Cash,Delhi
100288,2024-03-19,CUST303,Home Decor,Lamp,3,54668,164004,Card,Hyderabad
100289,2024-05-19,CUST491,Home Decor,Lamp,4,33863,135452,Cash,Chennai
100290,2024-03-19,CUST328,Grocery,Flour Bag,4,50913,203652,Cash,Hyderabad
100291,2024-08-17,CUST237,Clothing,Jacket,3,49982,149946,Net Banking,Mumbai
100292,2023-12-31,CUST514,Home Decor,Wall Clock,4,38760,155040,Card,Pune
100293,2023-04-18,CUST608,Home Decor,Vase,2,58724,117448,Cash,Chennai
100294,2023-09-12,CUST548,Home Decor,Cushion,3,2320,6960,Card,Pune
100295,2023-05-08,CUST194,Clothing,Jacket,1,28173,28173,UPI,Delhi
100296,2023-10-25,CUST82,Grocery,Rice Bag,1,12213,12213,Card,Chennai
100297,2024-07-07,CUST48,Grocery,Tea Pack,3,43500,130500,Net Banking,Kolkata
100298,2023-04-26,CUST465,Electronics,Tablet,1,58718,58718,UPI,Hyderabad
100299,2024-04-09,CUST787,Grocery,Tea Pack,5,16270,81350,Card,Chennai
100300,2023-07-17,CUST304,Home Decor,Cushion,2,57646,115292,Net Banking,Hyderabad
100301,2024-01-24,CUST621,Electronics,Mobile,5,31800,159000,Net Banking,Bangalore
100302,2024-04-06,CUST233,Clothing,Jeans,5,19420,97100,Net Banking,Kolkata
100303,2024-08-30,CUST451,Grocery,Rice Bag,4,56980,227920,Cash,Chennai
100304,2023-08-30,CUST209,Grocery,Flour Bag,1,4924,4924,Cash,Mumbai
100305,2024-03-16,CUST700,Home Decor,Cushion,2,37089,74178,Card,Bangalore
100306,2023-07-09,CUST154,Clothing,Sweater,4,28635,114540,Cash,Pune
100307,2023-11-26,CUST134,Electronics,Headphones,4,50080,200320,Net Banking,Delhi
100308,2024-08-02,CUST284,Electronics,Tablet,1,27914,27914,Net Banking,Chennai
100309,2024-06-22,CUST65,Home Decor,Photo Frame,2,52580,105160,Net Banking,Chennai
100310,2024-12-23,CUST34,Home Decor,Cushion,3,55789,167367,UPI,Hyderabad
100311,2023-05-12,CUST605,Grocery,Tea Pack,3,57317,171951,Card,Chennai
100312,2023-04-07,CUST590,Clothing,T-Shirt,4,16175,64700,Cash,Kolkata
100313,2023-12-11,CUST129,Home Decor,Vase,2,54849,109698,Net Banking,Bangalore
100314,2024-03-26,CUST103,Clothing,Sweater,3,15135,45405,Cash,Chennai
100315,2023-07-01,CUST737,Clothing,Jacket,4,50553,202212,Cash,Pune
100316,2024-11-12,CUST203,Clothing,T-Shirt,1,2820,2820,UPI,Mumbai
